id,country_code,indicator_1,indicator_1_name,indicator_2,indicator_2_name,year,value_1,value_2,expected_correlation,statistical_confidence,llm_is_anomaly,llm_confidence,llm_explanation,assessed_at,review_status,review_note,reviewed_at,NTL_Radiance
22,BRN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1995,7.56817735833536,6514.53493363554,-0.0382988706838029,1.0,0.0,0.85,"BRN's high FDI inflows likely reflect targeted foreign investment in its small economy, while per capita power consumption remains moderate due to limited industrial scale. The near-zero correlation is plausible given these independent economic drivers rather than a genuine data error.",2026-04-14 20:18:37,dismissed,,2026-04-14 20:18:46,6.526528992532585
17,BLR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2010,2.43465600372626,3566.17301269233,0.3205912099526256,0.895035415434536,0.0,0.85,"The observed correlation of 0.321 is plausible given that FDI inflows and per capita power consumption can be influenced by diverse economic factors. The slight positive correlation does not indicate a data integrity issue, as both metrics can vary independently based on policy and development stages.",2026-04-14 20:17:58,dismissed,,2026-04-14 20:18:55,5.56328608930273
13,BGR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2006,22.9038783511231,4366.91276515184,-0.0991357603770155,0.8311274201109139,0.0,0.85,"BGR (Bulgaria) in 2006 experienced a significant economic boom with high FDI inflows, which often correlates with increased industrial activity and power consumption. The slight negative correlation is likely due to statistical noise or other economic factors rather than a data error.",2026-04-14 20:17:28,dismissed,,2026-04-14 20:18:59,2.7924710791403937
6,AUT,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2006,3.14473468828869,8187.31881091463,0.0359573838150922,0.8365351910787386,,,,,dismissed,,2026-04-14 20:19:01,6.7047137257565135
7,AUT,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2010,-5.64539670207833,8395.38541962101,0.0359573838150922,0.9392339954592998,,,,,dismissed,,2026-04-14 20:19:02,12.672505590484981
18,BLR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2012,2.22818019245943,3704.30904061423,0.3205912099526256,0.8091357119361864,0.0,0.85,"The low correlation is plausible as FDI inflows and per capita power consumption are influenced by diverse factors like economic structure and energy policy. India's 2012 economy showed significant growth in services and manufacturing, which may have decoupled from traditional energy consumption patterns.",2026-04-14 20:18:01,dismissed,,2026-04-14 20:19:07,4.396748752807312
21,BRA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2023,2.86383330702497,2916.48609397384,0.6052810027867811,0.6423779181516241,0.0,0.85,"The observed correlation is lower than expected due to Brazil's unique economic structure, where FDI inflows are concentrated in specific sectors and regions, while per capita power consumption reflects broader national energy usage patterns. This structural divergence explains the weaker correlation without indicating data errors.",2026-04-14 20:18:28,dismissed,,2026-04-14 20:19:13,0.5313851559346284
23,BRN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2020,4.7105756528403,11837.1762433952,-0.0382988706838029,0.6408592673992332,0.0,0.85,"BRN's high FDI inflows reflect targeted economic development policies, while low per capita power consumption indicates limited industrialization. The near-zero correlation is plausible given these divergent economic drivers rather than a genuine data error.",2026-04-14 20:18:40,dismissed,,2026-04-14 20:19:15,1.8587945554173788
26,CHL,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2015,7.32780348711267,3973.20977136881,0.2627809894633517,0.6185584841787723,0.0,0.85,"CHL (Chile) experienced high FDI inflows due to its resource-rich economy and stable policies, while per capita power consumption remained moderate due to abundant renewable energy. The weak correlation is plausible given Chile's unique energy structure and economic drivers.",2026-04-14 20:19:15,dismissed,,2026-04-14 20:19:29,0.2430381642282007
10,BFA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2020,-0.557279533533573,131.898174423114,0.4250319775275065,0.6067953007012454,0.0,0.85,"Negative FDI inflows in 2020 reflect pandemic-related economic disruptions, while low per capita power consumption is typical for developing economies. The weak correlation is plausible given these structural and contextual factors.",2026-04-14 20:17:11,dismissed,,2026-04-14 20:19:33,0.29530203958030055
24,CAN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2006,4.87410128955104,17468.564937121,0.2915809646382656,0.5787855530438621,0.0,0.85,"CAN's high per capita electricity consumption aligns with its developing economy status, while moderate FDI inflows reflect typical investment patterns for emerging markets. The weak positive correlation is plausible given diverse economic drivers affecting each indicator independently.",2026-04-14 20:18:56,dismissed,,2026-04-14 20:19:37,0.45763670303878634
14,BGR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2007,31.2286245169024,4523.32287831241,-0.0991357603770155,0.5780744780139445,0.0,0.85,"BGR (Bulgaria) in 2007 experienced a strong FDI inflow coinciding with robust economic growth, which typically increases per capita energy consumption. The slight negative correlation is likely due to statistical noise rather than a genuine data integrity issue.",2026-04-14 20:17:31,dismissed,,2026-04-14 20:19:38,3.2224655626615464
27,CHL,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2016,4.55707488153847,4185.58466008595,0.2627809894633517,0.568631872806222,0.0,0.85,"CHL (Chile) experienced high FDI inflows due to its resource-rich economy and strong investment climate. High per capita electricity consumption reflects industrial activity and urbanization, which can coexist with FDI. The weak correlation is plausible given Chile's unique economic structure.",2026-04-14 20:19:19,dismissed,,2026-04-14 20:19:40,0.25129488763851787
20,BRA,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2003,1.81340059419325,1894.62909554308,0.6052810027867811,0.567186688352631,0.0,0.85,"The low FDI inflow in 2003 reflects BRA's economic crisis and capital flight, while high per capita power consumption indicates established industrial infrastructure. These factors can coexist without violating expected correlations.",2026-04-14 20:18:25,dismissed,,2026-04-14 20:19:41,0.6171600156927488
30,CHN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2010,3.93541996731512,2943.58995443689,-0.6624257884594307,1.0,0.0,0.85,China's high FDI inflows in 2010 reflected its rapid economic growth and foreign investment attraction. High per capita electricity consumption was consistent with industrialization. The negative correlation expectation may be based on outdated models not accounting for China's unique development trajectory.,2026-04-14 20:19:30,dismissed,,2026-04-14 20:20:05,2.6499821565600477
34,CMR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2006,0.282739555044298,255.093799249214,0.3341442565089762,1.0,0.0,0.85,The weak positive correlation (0.334) is plausible given that FDI inflows and per capita power consumption can vary independently due to differing industrial structures and energy policies. The specific values for CMR in 2006 do not represent a genuine data integrity issue.,2026-04-14 20:19:51,dismissed,,2026-04-14 20:20:09,0.0744190089944896
36,COL,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2006,4.17238510059526,972.685537804568,0.4765035367934318,1.0,0.0,0.85,"The observed correlation may be weak due to COL's unique economic structure in 2006, where FDI inflows were limited and power consumption patterns differed from typical developing economies. The expected correlation of 0.477 is a general guideline, not a strict rule, and outliers are common in cross-country datasets.",2026-04-14 20:20:07,dismissed,,2026-04-14 20:20:11,0.7988823497526245
33,CMR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2004,0.361118040793554,199.873730372866,0.3341442565089762,0.8395652606291474,0.0,0.85,"The weak positive correlation (0.334) is plausible given CMR's developing economy status in 2004, where FDI inflows were low relative to GDP. Low per capita power consumption aligns with industrial development levels, and the modest correlation reflects complex economic factors rather than data errors.",2026-04-14 20:19:48,dismissed,,2026-04-14 20:20:13,0.0828482497939526
32,CMR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2002,4.06898458469026,161.26644523478,0.3341442565089762,0.8158795611432192,0.0,0.85,"The weak positive correlation (0.334) is plausible given CMR's developing economy status in 2002, where FDI inflows and per capita power consumption may have been influenced by diverse structural factors. Data inconsistencies are unlikely given the specific magnitude of both indicators.",2026-04-14 20:19:44,dismissed,,2026-04-14 20:20:14,0.0915948203647912
35,COG,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2019,-10.214754646531,265.638250198828,0.1267524412708793,0.7975692438374535,0.0,0.85,"Negative FDI inflows can occur due to capital outflows exceeding inflows, while low per capita power consumption reflects limited industrial activity. These factors can coexist without violating economic logic, explaining the weak correlation.",2026-04-14 20:20:00,dismissed,,2026-04-14 20:20:16,0.24277286342245566
9,BEN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2008,0.492562990177947,81.3786386599896,0.778826236818662,0.6493375432782892,,,,,dismissed,,2026-04-14 20:20:17,0.16485597860278728
25,CHL,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2000,6.20376708218785,2473.29094112445,0.2627809894633517,0.5472104991590231,0.0,0.85,"CHL (Chile) in 2000 experienced high FDI inflows due to its emerging market status and resource wealth, while per capita power consumption remained moderate due to energy efficiency and economic structure. The weak correlation reflects that FDI and energy use are not tightly linked in developing economies, making the flagged conflict a plausible statistical artifact rather than an integrity issue.",2026-04-14 20:19:12,dismissed,,2026-04-14 20:20:21,0.6084267726609642
8,BEN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2002,-0.462423415216639,64.8823921955602,0.778826236818662,0.5324399872616161,,,,,dismissed,,2026-04-14 20:20:22,0.17067195301526794
31,CIV,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1993,1.58570823040921,139.342372435662,0.3051252990438753,0.5322787593850126,0.0,0.85,"CIV's low FDI inflows reflect its developing economy status, while modest per capita power consumption aligns with limited industrialization. The weak correlation is plausible given structural economic constraints rather than data errors.",2026-04-14 20:19:37,dismissed,,2026-04-14 20:20:24,0.1973829890614718
38,CRI,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2016,4.45296211770326,2068.21535574907,0.5962552540555477,0.5362833578676345,0.0,0.85,"The observed correlation of 0.596 is moderate and plausible for CRI, reflecting complex economic relationships. Foreign direct investment and per capita power consumption often correlate positively but are influenced by many factors, so a slight deviation from expected patterns is not anomalous.",2026-04-14 20:20:27,dismissed,,2026-04-14 20:20:26,0.6326644425196164
29,CHN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2005,4.49218509012467,1782.31215291627,-0.6624257884594307,0.5264378593210424,0.0,0.85,"China's high FDI inflows in 2005 reflected its rapid economic growth and foreign investment attraction. Increased industrial activity likely drove higher electricity consumption, creating a positive correlation rather than the expected negative one. The flagged pattern appears to be a misinterpretation of China's specific economic context.",2026-04-14 20:19:29,dismissed,,2026-04-14 20:20:28,1.3348737218260336
28,CHN,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1993,6.16158341638819,662.63704558569,-0.6624257884594307,0.5217667170592888,0.0,0.85,"China's high FDI inflows in 1993 likely drove economic growth, increasing per capita power consumption. The negative correlation may reflect global trends where developed nations had lower FDI relative to GDP, while China was an emerging market attracting significant investment.",2026-04-14 20:19:26,dismissed,,2026-04-14 20:20:29,0.7524705885672203
37,COL,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2009,3.45627065154005,1077.28348556921,0.4765035367934318,0.5153926401444945,0.0,0.85,"The observed correlation of 0.477 is moderate and plausible for COL, reflecting complex economic factors. The specific values align with historical trends for that period and country, suggesting no genuine data integrity issue.",2026-04-14 20:20:10,dismissed,,2026-04-14 20:20:30,0.8985924563006548
39,CUW,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2013,-0.0497229528681824,5031.78999102859,-0.3599938667167177,0.8050703718751185,0.0,0.85,"Negative FDI inflows can occur during economic crises or policy shifts, while power consumption remains stable or grows. The weak negative correlation is plausible given these divergent economic dynamics.",2026-04-14 20:20:34,dismissed,,2026-04-14 20:20:40,
40,CZE,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2003,2.01250274928445,6074.84914162236,0.0284743208400753,1.0,0.0,0.85,The weak expected correlation (0.028) is plausible as FDI inflows and per capita power consumption are not strongly linked in the short term. Economic factors like industrial structure and energy policy can cause these indicators to vary independently.,2026-04-14 20:20:47,dismissed,,2026-04-14 20:20:56,9.671580167444292
41,CZE,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2006,4.56488300562003,6528.53015044089,0.0284743208400753,0.6909474162810794,0.0,0.85,"Czech Republic's FDI inflows and per capita power consumption are not strongly correlated due to differing economic drivers. FDI reflects capital investment, while power consumption depends on industrial structure and energy efficiency. The near-zero correlation is plausible and not an integrity issue.",2026-04-14 20:20:51,dismissed,,2026-04-14 20:21:04,10.071899454744344
43,DEU,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2020,4.48523547812751,6367.10502947955,0.0556690308060024,0.5209154448254499,0.0,0.85,"Germany's high FDI inflows reflect its role as a global financial hub, while low per capita power consumption aligns with its energy-efficient industrial base. The weak correlation is plausible given these structural economic factors.",2026-04-14 20:20:59,dismissed,,2026-04-14 20:21:09,1.5497423698634125
42,DEU,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2001,2.89610853662771,6762.65339646636,0.0556690308060024,1.0,0.0,0.85,"Germany's high FDI inflows reflect its role as a global financial hub, while low per capita power consumption aligns with its energy-efficient industrial base. The weak correlation is plausible given these structural economic factors rather than indicating data errors.",2026-04-14 20:20:58,dismissed,,2026-04-14 20:21:19,12.00659415748008
44,DNK,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),2011,3.93792637361731,6165.97361994424,0.1659045129706757,0.7746817848264693,0.0,0.85,The weak positive correlation (0.166) is plausible given that FDI inflows and per capita power consumption can be influenced by diverse economic factors. Small sample size or unique structural conditions in 2011 may explain the deviation from expected patterns.,2026-04-14 20:21:19,dismissed,,2026-04-14 20:21:26,9.318708921268211
45,DOM,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),1996,0.735680171267024,638.126184660223,0.6315148659370333,0.5166728846429519,0.0,0.85,"Low FDI inflows in 1996 were common for developing economies with limited infrastructure. Low per capita power consumption aligns with economic development levels, explaining the weak correlation.",2026-04-14 20:21:26,dismissed,,2026-04-14 20:21:30,3.005943935797142
